"site","year","Descriptors","yield (modified)","for_join_control","grouping","modification","crop","yr_post_amelioration","decile","rainfall_mean_annual","yield  (un modified)","data source","price"
"Waikerie",2020,"Unmodified_Fert.band_8",2.53663003663004,"Waikerie_2020","Unmodified fertiliser","Unmodified","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.60_Cl.band_60",2.49007936507937,"Waikerie_2020","Rip animal","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.60_none",2.43818681318681,"Waikerie_2020","Rip none","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.30_Cl.band_30",2.41224053724054,"Waikerie_2020","Rip animal","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.60_Fert.band_8",2.37332112332113,"Waikerie_2020","Rip fertiliser","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.30_Fert.band_30",2.36187423687424,"Waikerie_2020","Rip fertiliser","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.60_Fert.band_60",2.29929792429793,"Waikerie_2020","Rip fertiliser","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.30_Cl.surface",2.29471916971917,"Waikerie_2020","Rip animal","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.30_none",2.05280830280831,"Waikerie_2020","Rip none","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Warnertown",2019,"Rip.50IncRip_none",4.01555555555555,"Warnertown_2019","IncRip none","IncRip","barley",0,"decile_2",372.264516129032,3.31422222222222,"trial",0
"Warnertown",2019,"Spade.30_none",3.83511111111111,"Warnertown_2019","Spade none","Spade","barley",0,"decile_2",372.264516129032,3.31422222222222,"trial",0
"Warnertown",2019,"Rip.50_none",3.82044444444445,"Warnertown_2019","Rip none","Rip","barley",0,"decile_2",372.264516129032,3.31422222222222,"trial",0
"Warnertown",2019,"Rip.30_none",3.60933333333333,"Warnertown_2019","Rip none","Rip","barley",0,"decile_2",372.264516129032,3.31422222222222,"trial",0
"Warnertown",2019,"DiscInv.30_none",3.28088888888889,"Warnertown_2019","DiscInv none","DiscInv","barley",0,"decile_2",372.264516129032,3.31422222222222,"trial",0
"Warnertown",2020,"Spade.30_none",1.27866666666667,"Warnertown_2020","Spade none","Spade","lentil",1,"decile_9",372.264516129032,0.925333333333333,"trial",0
"Warnertown",2020,"Rip.50IncRip_none",1.07333333333333,"Warnertown_2020","IncRip none","IncRip","lentil",1,"decile_9",372.264516129032,0.925333333333333,"trial",0
"Warnertown",2020,"Rip.50_none",0.985777777777777,"Warnertown_2020","Rip none","Rip","lentil",1,"decile_9",372.264516129032,0.925333333333333,"trial",0
"Warnertown",2020,"Rip.30_none",0.974222222222222,"Warnertown_2020","Rip none","Rip","lentil",1,"decile_9",372.264516129032,0.925333333333333,"trial",0
"Warnertown",2020,"DiscInv.30_none",0.952888888888889,"Warnertown_2020","DiscInv none","DiscInv","lentil",1,"decile_9",372.264516129032,0.925333333333333,"trial",0
"Warnertown",2021,"Rip.50_none",4.82127659574468,"Warnertown_2021","Rip none","Rip","Wheat",2,"decile_3",372.264516129032,4.20378250591016,"trial",0
"Warnertown",2021,"Spade.30_none",4.81134751773049,"Warnertown_2021","Spade none","Spade","Wheat",2,"decile_3",372.264516129032,4.20378250591016,"trial",0
"Warnertown",2021,"Rip.50IncRip_none",4.75555555555556,"Warnertown_2021","IncRip none","IncRip","Wheat",2,"decile_3",372.264516129032,4.20378250591016,"trial",0
"Warnertown",2021,"Rip.30_none",4.59054373522459,"Warnertown_2021","Rip none","Rip","Wheat",2,"decile_3",372.264516129032,4.20378250591016,"trial",0
"Warnertown",2021,"DiscInv.30_none",4.12976435598261,"Warnertown_2021","DiscInv none","DiscInv","Wheat",2,"decile_3",372.264516129032,4.20378250591016,"trial",0
"Wynarka",2019,"Rip.60IncRip_none",3.14236111111111,"Wynarka_2019","IncRip none","IncRip","barley",0,"decile_3",329.31935483871,2.72073412698413,"trial",0
"Wynarka",2019,"Rip.60Spade.30_none",3.05555555555555,"Wynarka_2019","Rip+Spade none","Rip+Spade","barley",0,"decile_3",329.31935483871,2.72073412698413,"trial",0
"Wynarka",2019,"Rip.60_none",3.02662037037037,"Wynarka_2019","Rip none","Rip","barley",0,"decile_3",329.31935483871,2.72073412698413,"trial",0
"Wynarka",2019,"Spade.30_none",2.96626984126984,"Wynarka_2019","Spade none","Spade","barley",0,"decile_3",329.31935483871,2.72073412698413,"trial",0
"Wynarka",2019,"Rip.60IncRip+Spade.30_none",2.90343915343915,"Wynarka_2019","IncRip+Spade none","IncRip+Spade","barley",0,"decile_3",329.31935483871,2.72073412698413,"trial",0
"Wynarka",2019,"Rip.30_none",2.83068783068783,"Wynarka_2019","Rip none","Rip","barley",0,"decile_3",329.31935483871,2.72073412698413,"trial",0
"Wynarka",2020,"Rip.60IncRip_none",2.47599039615847,"Wynarka_2020","IncRip none","IncRip","lupin",1,"decile_7",329.31935483871,2.26140456182473,"trial",0
"Wynarka",2020,"Spade.30_none",2.47524009603841,"Wynarka_2020","Spade none","Spade","lupin",1,"decile_7",329.31935483871,2.26140456182473,"trial",0
"Wynarka",2020,"Rip.60Spade.30_none",2.40396158463385,"Wynarka_2020","Rip+Spade none","Rip+Spade","lupin",1,"decile_7",329.31935483871,2.26140456182473,"trial",0
"Wynarka",2020,"Rip.60IncRip+Spade.30_none",2.3671968787515,"Wynarka_2020","IncRip+Spade none","IncRip+Spade","lupin",1,"decile_7",329.31935483871,2.26140456182473,"trial",0
"Wynarka",2020,"Rip.30_none",2.16386554621849,"Wynarka_2020","Rip none","Rip","lupin",1,"decile_7",329.31935483871,2.26140456182473,"trial",0
"Wynarka",2020,"Rip.60_none",2.12259903961585,"Wynarka_2020","Rip none","Rip","lupin",1,"decile_7",329.31935483871,2.26140456182473,"trial",0
"Wynarka",2021,"Rip.60IncRip+Spade.30_none",2.34276841754986,"Wynarka_2021","IncRip+Spade none","IncRip+Spade","Barley",2,"decile_2",329.31935483871,1.95397996875644,"trial",0
"Wynarka",2021,"Rip.60IncRip_none",2.22773675861519,"Wynarka_2021","IncRip none","IncRip","Barley",2,"decile_2",329.31935483871,1.95397996875644,"trial",0
"Wynarka",2021,"Spade.30_none",2.13582536928849,"Wynarka_2021","Spade none","Spade","Barley",2,"decile_2",329.31935483871,1.95397996875644,"trial",0
"Wynarka",2021,"Rip.60Spade.30_none",2.07121873787525,"Wynarka_2021","Rip+Spade none","Rip+Spade","Barley",2,"decile_2",329.31935483871,1.95397996875644,"trial",0
"Wynarka",2021,"Rip.30_none",1.83293495705171,"Wynarka_2021","Rip none","Rip","Barley",2,"decile_2",329.31935483871,1.95397996875644,"trial",0
"Wynarka",2021,"Rip.60_none",1.80450445401739,"Wynarka_2021","Rip none","Rip","Barley",2,"decile_2",329.31935483871,1.95397996875644,"trial",0
"Yenda",2017,"Sweep.30_Cl@6.incorp_30",2.08488966725653,"Yenda_2017","Sweep animal","Sweep","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Sweep.30_Cl@9.incorp_30",2.0734620663106,"Yenda_2017","Sweep animal","Sweep","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Sweep.30_Cl@3.incorp_30",1.99956588607704,"Yenda_2017","Sweep animal","Sweep","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Sweep.30_Cl@3.incorp_30.Lime.incorp_8",1.91087099185115,"Yenda_2017","Sweep mixed","Sweep","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Unmodified_Fert.incorp_8",1.79053614647153,"Yenda_2017","Unmodified fertiliser","Unmodified","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Sweep.30_Cl@9.incorp_30_Yr17,18,19",1.73205754715258,"Yenda_2017","Sweep animal","Sweep","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Unmodified_Cl@3.incorp_8",1.56339097330557,"Yenda_2017","Unmodified animal","Unmodified","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Rip.60_none",1.45597695408549,"Yenda_2017","Rip none","Rip","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Sweep.30_none",1.44367574624778,"Yenda_2017","Sweep none","Sweep","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Sweep.30_Lime.incorp_30",1.42242626894122,"Yenda_2017","Sweep non organic","Sweep","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2017,"Unmodified_Fert.foliar",1.15545557847199,"Yenda_2017","Unmodified fertiliser","Unmodified","wheat",0,"decile_2",438.390322580645,1.2870680480973,"trial",0
"Yenda",2018,"Sweep.30_Cl@9.incorp_30_Yr17,18,19",0.807860870534627,"Yenda_2018","Sweep animal","Sweep","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Sweep.30_Cl@3.incorp_30",0.800865378585712,"Yenda_2018","Sweep animal","Sweep","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Sweep.30_Lime.incorp_30",0.791953790734458,"Yenda_2018","Sweep non organic","Sweep","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Unmodified_Fert.incorp_8",0.771155440667219,"Yenda_2018","Unmodified fertiliser","Unmodified","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Unmodified_Fert.foliar",0.751499780519924,"Yenda_2018","Unmodified fertiliser","Unmodified","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Sweep.30_Cl@6.incorp_30",0.750663665944356,"Yenda_2018","Sweep animal","Sweep","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Sweep.30_none",0.736090885654364,"Yenda_2018","Sweep none","Sweep","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Sweep.30_Cl@9.incorp_30",0.704430013726214,"Yenda_2018","Sweep animal","Sweep","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Sweep.30_Cl@3.incorp_30.Lime.incorp_8",0.690864054737634,"Yenda_2018","Sweep mixed","Sweep","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Rip.60_none",0.683063802509738,"Yenda_2018","Rip none","Rip","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2018,"Unmodified_Cl@3.incorp_8",0.665153531538939,"Yenda_2018","Unmodified animal","Unmodified","wheat",1,"decile_1",438.390322580645,0.769852495453628,"trial",0
"Yenda",2019,"Sweep.30_Cl@9.incorp_30",2.95975677169707,"Yenda_2019","Sweep animal","Sweep","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Sweep.30_Cl@9.incorp_30_Yr17,18,19",2.9129748084972,"Yenda_2019","Sweep animal","Sweep","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Sweep.30_Cl@6.incorp_30",2.86292347784885,"Yenda_2019","Sweep animal","Sweep","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Sweep.30_Cl@3.incorp_30.Lime.incorp_8",2.38916528468767,"Yenda_2019","Sweep mixed","Sweep","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Unmodified_Cl@3.incorp_8",2.28749901287215,"Yenda_2019","Unmodified animal","Unmodified","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Unmodified_Fert.incorp_8",2.2642817657743,"Yenda_2019","Unmodified fertiliser","Unmodified","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Sweep.30_Cl@3.incorp_30",2.16402116402116,"Yenda_2019","Sweep animal","Sweep","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Rip.60_none",2.05229408512991,"Yenda_2019","Rip none","Rip","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Sweep.30_none",2.04785595830372,"Yenda_2019","Sweep none","Sweep","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Sweep.30_Lime.incorp_30",2.02891889757562,"Yenda_2019","Sweep non organic","Sweep","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2019,"Unmodified_Fert.foliar",1.95865118850194,"Yenda_2019","Unmodified fertiliser","Unmodified","wheat",2,"decile_2",438.390322580645,2.06028587222617,"trial",0
"Yenda",2020,"Sweep.30_Cl@9.incorp_30",3.21814327189289,"Yenda_2020","Sweep animal","Sweep","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Sweep.30_Cl@9.incorp_30_Yr17,18,19",3.16510119042957,"Yenda_2020","Sweep animal","Sweep","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Sweep.30_Cl@6.incorp_30",2.9949689646131,"Yenda_2020","Sweep animal","Sweep","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Sweep.30_Lime.incorp_30",2.67367023568021,"Yenda_2020","Sweep non organic","Sweep","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Unmodified_Fert.incorp_8",2.6045114136449,"Yenda_2020","Unmodified fertiliser","Unmodified","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Unmodified_Cl@3.incorp_8",2.5238228577247,"Yenda_2020","Unmodified animal","Unmodified","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Sweep.30_none",2.50117063383279,"Yenda_2020","Sweep none","Sweep","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Sweep.30_Cl@3.incorp_30.Lime.incorp_8",2.47572691283871,"Yenda_2020","Sweep mixed","Sweep","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Sweep.30_Cl@3.incorp_30",2.46027416394487,"Yenda_2020","Sweep animal","Sweep","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Rip.60_none",2.37583490822723,"Yenda_2020","Rip none","Rip","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2020,"Unmodified_Fert.foliar",2.20997946577063,"Yenda_2020","Unmodified fertiliser","Unmodified","lupins",3,"decile_8",438.390322580645,2.34413193974339,"trial",0
"Yenda",2021,"Sweep.30_Cl@9.incorp_30",5.1495349353278,"Yenda_2021","Sweep animal","Sweep","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Sweep.30_Cl@6.incorp_30",4.75362475861466,"Yenda_2021","Sweep animal","Sweep","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Sweep.30_Cl@9.incorp_30_Yr17,18,19",4.72344256683061,"Yenda_2021","Sweep animal","Sweep","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Unmodified_Fert.incorp_8",4.21856654601557,"Yenda_2021","Unmodified fertiliser","Unmodified","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Sweep.30_Cl@3.incorp_30",4.08695783607444,"Yenda_2021","Sweep animal","Sweep","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Sweep.30_Cl@3.incorp_30.Lime.incorp_8",4.01729208080162,"Yenda_2021","Sweep mixed","Sweep","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Sweep.30_Lime.incorp_30",4.00207322408001,"Yenda_2021","Sweep non organic","Sweep","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Unmodified_Fert.foliar",3.94447366638847,"Yenda_2021","Unmodified fertiliser","Unmodified","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Rip.60_none",3.93222551995316,"Yenda_2021","Rip none","Rip","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Unmodified_Cl@3.incorp_8",3.84316502823448,"Yenda_2021","Unmodified animal","Unmodified","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
"Yenda",2021,"Sweep.30_none",3.8192511640737,"Yenda_2021","Sweep none","Sweep","wheat",4,"decile_7",438.390322580645,4.10969466412234,"trial",0
