"grouping","modification","site","activity","year","value","comments","data.source","non_wetting","acidic","physical","nutrient","rainfall_mean_annual","site_numb"
"Rip animal","Rip","Kooloonong_chickpea","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Rip none","Rip","Kooloonong_chickpea","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Unmodified animal","Unmodified","Kooloonong_chickpea","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Control","Unmodified","Kooloonong_lentil","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Rip animal","Rip","Kooloonong_lentil","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Rip none","Rip","Kooloonong_lentil","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Unmodified animal","Unmodified","Kooloonong_lentil","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Control","Unmodified","Kooloonong_lupin","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Rip animal","Rip","Kooloonong_lupin","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Rip none","Rip","Kooloonong_lupin","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Unmodified animal","Unmodified","Kooloonong_lupin","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",323,49002
"Control","Unmodified","Kybunga","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",634,21014
"Rip animal","Rip","Kybunga","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",634,21014
"Rip none","Rip","Kybunga","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",634,21014
"Spade animal","Spade","Kybunga","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",634,21014
"Spade none","Spade","Kybunga","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",634,21014
"Control","Unmodified","Lowaldie_Crest","additional savings ($/ha)",1,0,NA,"guess","orange","green","red","red",310,25039
"Rip none","Rip","Lowaldie_Crest","additional savings ($/ha)",1,0,NA,"guess","orange","green","red","red",310,25039
"Control","Unmodified","Lowaldie_Deep sand","additional savings ($/ha)",1,0,NA,"guess","orange","green","red","red",310,25039
"Rip none","Rip","Lowaldie_Deep sand","additional savings ($/ha)",1,0,NA,"guess","orange","green","red","red",310,25039
"Control","Unmodified","Malinong","additional savings ($/ha)",1,0,NA,"guess","orange","orange","orange","green",458,25508
"DiscInv none","DiscInv","Malinong","additional savings ($/ha)",1,0,NA,"guess","orange","orange","orange","green",458,25508
"Rip none","Rip","Malinong","additional savings ($/ha)",1,0,NA,"guess","orange","orange","orange","green",458,25508
"Spade none","Spade","Malinong","additional savings ($/ha)",1,0,NA,"guess","orange","orange","orange","green",458,25508
"Control","Unmodified","Monia_Gap","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",372,75032
"Rip+Spade none","Rip+Spade","Monia_Gap","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",372,75032
"Spade animal","Spade","Monia_Gap","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",372,75032
"Spade mixed","Spade","Monia_Gap","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",372,75032
"Spade non organic","Spade","Monia_Gap","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",372,75032
"Spade none","Spade","Monia_Gap","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",372,75032
"Control","Unmodified","Mt Damper","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",327,18052
"IncRip fertiliser","IncRip","Mt Damper","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",327,18052
"IncRip none","IncRip","Mt Damper","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",327,18052
"IncRip+Spade none","IncRip+Spade","Mt Damper","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",327,18052
"Spade none","Spade","Mt Damper","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",327,18052
"Control","Unmodified","Murlong","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",331,18164
"Rip fertiliser","Rip","Murlong","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",331,18164
"Rip none","Rip","Murlong","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",331,18164
"Rip plant","Rip","Murlong","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",331,18164
"Spade fertiliser","Spade","Murlong","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",331,18164
"Spade none","Spade","Murlong","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",331,18164
"Spade plant","Spade","Murlong","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",331,18164
"Control","Unmodified","Ouyen_Placement","additional savings ($/ha)",1,0,NA,"guess",NA,NA,NA,NA,328,76047
"PreDrill fertiliser","PreDrill","Ouyen_Placement","additional savings ($/ha)",1,0,NA,"guess",NA,NA,NA,NA,328,76047
"PreDrill none","PreDrill","Ouyen_Placement","additional savings ($/ha)",1,0,NA,"guess",NA,NA,NA,NA,328,76047
"Rip fertiliser","Rip","Ouyen_Placement","additional savings ($/ha)",1,0,NA,"guess",NA,NA,NA,NA,328,76047
"Rip none","Rip","Ouyen_Placement","additional savings ($/ha)",1,0,NA,"guess",NA,NA,NA,NA,328,76047
"Unmodified none","Unmodified","Ouyen_Placement","additional savings ($/ha)",1,0,NA,"guess",NA,NA,NA,NA,328,76047
"Control","Unmodified","Ouyen_Spade","additional savings ($/ha)",1,0,NA,"guess","green","green","red","red",328,76047
"Spade animal","Spade","Ouyen_Spade","additional savings ($/ha)",1,0,NA,"guess","green","green","red","red",328,76047
"Spade fertiliser","Spade","Ouyen_Spade","additional savings ($/ha)",1,0,NA,"guess","green","green","red","red",328,76047
"Spade none","Spade","Ouyen_Spade","additional savings ($/ha)",1,0,NA,"guess","green","green","red","red",328,76047
"Spade plant","Spade","Ouyen_Spade","additional savings ($/ha)",1,0,NA,"guess","green","green","red","red",328,76047
"Control","Unmodified","Sherwood","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",459,25507
"Rip fertiliser","Rip","Sherwood","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",459,25507
"Rip none","Rip","Sherwood","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",459,25507
"Spade fertiliser","Spade","Sherwood","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",459,25507
"Spade none","Spade","Sherwood","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","orange",459,25507
"Control","Unmodified","Telopea_Downs","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","green",496,78034
"Spade non organic","Spade","Telopea_Downs","additional savings ($/ha)",1,0,NA,"guess","green","green","orange","green",496,78034
"Control","Unmodified","Tempy","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",328,76047
"IncRip animal","IncRip","Tempy","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",328,76047
"IncRip none","IncRip","Tempy","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",328,76047
"Rip animal","Rip","Tempy","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",328,76047
"Rip none","Rip","Tempy","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",328,76047
"Control","Unmodified","Waikerie","additional savings ($/ha)",1,0,NA,"guess","green","green","red","orange",276,24029
"Rip animal","Rip","Waikerie","additional savings ($/ha)",1,0,NA,"guess","green","green","red","orange",276,24029
"Rip fertiliser","Rip","Waikerie","additional savings ($/ha)",1,0,NA,"guess","green","green","red","orange",276,24029
"Rip none","Rip","Waikerie","additional savings ($/ha)",1,0,NA,"guess","green","green","red","orange",276,24029
"Unmodified animal","Unmodified","Waikerie","additional savings ($/ha)",1,0,NA,"guess","green","green","red","orange",276,24029
"Unmodified fertiliser","Unmodified","Waikerie","additional savings ($/ha)",1,0,NA,"guess","green","green","red","orange",276,24029
"Control","Unmodified","Warnertown","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",374,21102
"DiscInv none","DiscInv","Warnertown","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",374,21102
"IncRip none","IncRip","Warnertown","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",374,21102
"Rip none","Rip","Warnertown","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",374,21102
"Spade none","Spade","Warnertown","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","green",374,21102
"Control","Unmodified","Wynarka","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",339,25006
"IncRip none","IncRip","Wynarka","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",339,25006
"IncRip+Spade none","IncRip+Spade","Wynarka","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",339,25006
"Rip none","Rip","Wynarka","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",339,25006
"Rip+Spade none","Rip+Spade","Wynarka","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",339,25006
"Spade none","Spade","Wynarka","additional savings ($/ha)",1,0,NA,"guess","orange","green","orange","orange",339,25006
"Control","Unmodified","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Rip none","Rip","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Sweep animal","Sweep","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Sweep mixed","Sweep","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Sweep non organic","Sweep","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Sweep none","Sweep","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Unmodified animal","Unmodified","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Unmodified fertiliser","Unmodified","Yenda","additional savings ($/ha)",1,0,NA,"guess","green","red","red","red",420,75079
"Control","Unmodified","Younghusband","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",295,24517
"IncRip none","IncRip","Younghusband","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",295,24517
"Rip none","Rip","Younghusband","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",295,24517
"Spade none","Spade","Younghusband","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",295,24517
"Unmodified non organic","Unmodified","Younghusband","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",295,24517
"Unmodified none","Unmodified","Younghusband","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",295,24517
"Unmodified+OnRow none","Unmodified+OnRow","Younghusband","additional savings ($/ha)",1,0,NA,"guess","red","green","red","red",295,24517
"Control","Unmodified","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade fertiliser","Spade","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade mixed","Spade","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade non organic","Spade","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade none","Spade","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade plant","Spade","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Unmodified fertiliser","Unmodified","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Unmodified mixed","Unmodified","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Unmodified non organic","Unmodified","Brimpton Lake","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","orange","red","orange",409,18099
"Control","Unmodified","Brooker","cost harvesting and handling extra grain $/t",1,0,NA,"guess","red","green","orange","red",409,18099
"Spade fertiliser","Spade","Brooker","cost harvesting and handling extra grain $/t",1,0,NA,"guess","red","green","orange","red",409,18099
"Spade mixed","Spade","Brooker","cost harvesting and handling extra grain $/t",1,0,NA,"guess","red","green","orange","red",409,18099
"Spade none","Spade","Brooker","cost harvesting and handling extra grain $/t",1,0,NA,"guess","red","green","orange","red",409,18099
"Spade plant","Spade","Brooker","cost harvesting and handling extra grain $/t",1,0,NA,"guess","red","green","orange","red",409,18099
"Unmodified fertiliser","Unmodified","Brooker","cost harvesting and handling extra grain $/t",1,0,NA,"guess","red","green","orange","red",409,18099
"Control","Unmodified","Buckleboo","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","red","orange",346,18040
"IncRip fertiliser","IncRip","Buckleboo","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","red","orange",346,18040
"IncRip none","IncRip","Buckleboo","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","red","orange",346,18040
"Rip none","Rip","Buckleboo","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","red","orange",346,18040
"Control","Unmodified","Bute_CSIRO","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","orange","red",394,21012
"IncRip animal","IncRip","Bute_CSIRO","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","orange","red",394,21012
"IncRip none","IncRip","Bute_CSIRO","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","orange","red",394,21012
"Rip animal","Rip","Bute_CSIRO","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","orange","red",394,21012
"Rip none","Rip","Bute_CSIRO","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","orange","red",394,21012
"Unmodified animal","Unmodified","Bute_CSIRO","cost harvesting and handling extra grain $/t",1,0,NA,"guess","green","green","orange","red",394,21012
"Control","Unmodified","Bute_Trengrove","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","green","red","red",394,21012
"Rip animal","Rip","Bute_Trengrove","cost harvesting and handling extra grain $/t",1,0,NA,"guess","orange","green","red","red",394,21012
